customerID,gender,SeniorCitizen,tenure_months,Contract,InternetService,PaymentMethod,MonthlyCharges,TotalCharges,SupportTickets,Churn
C100409,Male,0,67,Month-to-month,DSL,Mailed check,58.85,3982.1,1,No
C101413,Female,0,24,Month-to-month,Fiber optic,Electronic check,84.81,2033.13,1,Yes
C100297,Male,0,62,One year,Fiber optic,Credit card,64.89,4039.58,1,No
C100892,Female,0,1,Month-to-month,DSL,Electronic check,51.33,49.24,0,Yes
C100829,Male,0,21,Two year,Fiber optic,Electronic check,83.68,1743.24,1,No
C101940,Male,1,45,One year,DSL,Mailed check,28.97,1319.13,1,No
C100840,Male,0,20,Two year,Fiber optic,Electronic check,106.09,2120.52,0,No
C101087,Female,0,16,Month-to-month,DSL,Credit card,52.42,840.32,0,Yes
C100734,male,1,24,Two year,DSL,Mailed check,48.49,1128.45,0,No
C100671,Female,0,25,Month-to-month,DSL,Bank transfer,77.22,1961.43,1,No
C100648,Female,1,40,Month-to-month,No,Mailed check,27.59,1114.04,0,Yes
C100442,Male,0,39,Two year,No,Credit card,15.0,552.35,4,No
C101684,Male,0,37,Month-to-month,DSL,Mailed check,56.39,2110.96,2,Yes
C101542,Male,0,27,One year,Fiber optic,Mailed check,69.73,1879.48,2,Yes
C101971,Female,0,5,Month-to-month,DSL,Bank transfer,59.78,298.95,1,Yes
C100716,Female,0,41,Month-to-month,Fiber optic,Mailed check,63.04,2595.25,2,No
C100718,Male,0,12,Month-to-month,Fiber optic,Electronic check,78.73,923.0,3,Yes
C100531,Male,0,16,Month-to-month,No,Credit card,23.9,365.57,1,No
C100407,Male,0,47,Month-to-month,DSL,Bank transfer,52.64,2477.04,1,No
C100199,Female,0,12,Month-to-month,No,Credit card,27.21,364.19,1,No
C100473,Male,0,69,Month-to-month,Fiber optic,Credit card,79.33,5471.5,1,Yes
C101267,Male,0,30,Two year,Fiber optic,Bank transfer,85.42,2584.73,1,No
C101205,Female,0,36,Month-to-month,Fiber optic,Mailed check,57.82,2048.68,1,Yes
C100828,Female,1,34,One year,Fiber optic,Mailed check,89.97,3056.5,3,Yes
C100216,Male,0,32,One year,Fiber optic,Electronic check,84.95,2742.54,2,Yes
C100253,Male,0,39,Month-to-month,Fiber optic,Mailed check,83.07,3262.77,1,Yes
C100152,Female,0,48,Month-to-month,Fiber optic,Credit card,67.44,3243.46,2,Yes
C101276,Female,0,19,One year,Fiber optic,Electronic check,71.24,1339.71,1,Yes
C101090,Female,0,47,Month-to-month,Fiber optic,Bank transfer,78.46,3665.2,3,Yes
C100930,Female,0,6,One year,DSL,Bank transfer,57.16,341.52,4,Yes
C101256,Male,1,66,One year,Fiber optic,Mailed check,73.61,4877.23,2,No
C101444,Male,0,49,Two year,DSL,Credit card,43.81,2136.1,0,No
C101338,Female,0,7,Two year,DSL,Electronic check,69.41,501.01,4,No
C101767,Male,0,33,One year,Fiber optic,Electronic check,74.99,2442.53,1,No
C101614,Male,0,57,One year,Fiber optic,Electronic check,72.53,4175.99,2,Yes
C101885,Male,0,13,Month-to-month,Fiber optic,Electronic check,74.41,979.66,0,Yes
C100530,Female,0,4,One year,DSL,Bank transfer,66.69,291.48,0,No
C101403,Male,1,17,Month-to-month,Fiber optic,Bank transfer,81.37,1404.67,1,No
C101298,Female,0,31,Month-to-month,No,Electronic check,50.34,1576.21,1,No
C100240,Male,1,47,One year,Fiber optic,Mailed check,74.08,3476.33,1,No
C101010,Male,0,2,Month-to-month,DSL,Mailed check,66.48,119.23,1,Yes
C101743,Male,0,14,Two year,No,Credit card,29.91,413.34,0,No
C100187,Male,1,70,Month-to-month,DSL,Credit card,41.42,2890.95,3,No
C100246,Female,0,57,Two year,No,Credit card,21.0,1153.98,0,No
C100905,Female,0,0,One year,No,Electronic check,23.55, ,0,No
C101820,Male,0,11,One year,Fiber optic,Credit card,,827.23,1,Yes
C101044,Female,1,61,Month-to-month,No,Bank transfer,23.85,1444.85,1,No
C100901,Male,0,50,Month-to-month,Fiber optic,Credit card,79.78,3988.88,1,Yes
C100692,Female,0,60,One year,No,Mailed check,31.51,1891.99,2,No
C100302,Male,0,12,Two year,Fiber optic,Electronic check,52.0,635.79,2,No
C100283,Male,0,12,Month-to-month,DSL,Mailed check,52.13,659.13,1,Yes
C100898,Male,0,68,Two year,Fiber optic,Mailed check,94.23,6396.48,0,No
C100505,Male,0,19,Month-to-month,DSL,Bank transfer,48.18,948.51,0,Yes
C101931,Male,0,6,Month-to-month,Fiber optic,Electronic check,79.95,475.67,0,Yes
C100321,Male,0,71,One year,Fiber optic,Mailed check,75.44,5395.38,2,No
C101478,Male,0,57,One year,Fiber optic,Credit card,79.11,4517.27,1,Yes
C101261,Female,1,7,One year,No,Bank transfer,15.0,109.14,0,No
C101167,Male,0,52,One year,DSL,Electronic check,49.1,2557.37,2,No
C100621,Male,0,68,Two year,DSL,Credit card,,5248.01,0,No
C101913,Female,0,72,Month-to-month,No,Bank transfer,41.47,2960.31,1,No
C101916,Male,0,48,One year,No,Bank transfer,23.64,1105.91,3,No
C100122,Female,0,58,Two year,Fiber optic,Electronic check,60.27,3495.99,1,No
C101988,Male,0,0,Two year,Fiber optic,Electronic check,76.16, ,0,No
C100510,Female,0,20,One year,Fiber optic,Credit card,77.92,1544.28,2,No
C100280,Male,0,1,Month-to-month,Fiber optic,Electronic check,54.42,43.35,0,Yes
C101750,Female,0,46,Month-to-month,No,Credit card,42.55,1929.39,1,Yes
C101731,Female,0,23,Two year,Fiber optic,Mailed check,70.2,1589.1,0,Yes
C101388,Female,0,17,Month-to-month,DSL,Electronic check,57.96,953.27,1,Yes
C100993,Male,0,52,Month-to-month,Fiber optic,Electronic check,78.71,4103.21,0,No
C101033,Male,0,44,Month-to-month,DSL,Credit card,72.09,3181.91,1,No
C101186,Male,0,34,Month-to-month,DSL,Mailed check,45.11,1546.3,0,No
C100677,Male,0,21,Month-to-month,No,Mailed check,28.48,614.6,2,No
C100518,Male,0,14,One year,DSL,Electronic check,55.45,776.92,0,Yes
C101350,Male,0,57,Two year,DSL,Mailed check,54.49,3111.62,1,No
C101511,Male,0,25,Month-to-month,Fiber optic,Electronic check,79.45,1972.52,0,No
C100067,Male,0,16,One year,DSL,Mailed check,39.83,615.24,2,No
C100332,Male,0,16,Month-to-month,Fiber optic,Credit card,59.21,931.65,2,Yes
C100568,Female,0,11,One year,Fiber optic,Bank transfer,77.21,835.6,1,Yes
C101173,Male,0,28,Month-to-month,Fiber optic,Electronic check,62.59,1745.5,0,No
C101198,Female,0,17,One year,Fiber optic,Electronic check,71.71,1225.06,0,No
C101433,Female,0,53,Month-to-month,DSL,Electronic check,60.57,3190.78,0,No
C101074,Male,0,52,Two year,Fiber optic,Electronic check,53.28,2778.21,1,No
C100472,Male,0,32,One year,No,Credit card,24.23,757.07,0,No
C101510,Male,0,27,Month-to-month,Fiber optic,Credit card,87.05,2370.52,2,Yes
C100511,Female,0,58,Month-to-month,DSL,Electronic check,32.14,1856.35,0,No
C100477,Male,1,25,Month-to-month,Fiber optic,Bank transfer,69.43,1723.19,4,Yes
C101427,Female,0,55,Two year,DSL,Bank transfer,43.92,2413.67,3,No
C101401,Male,0,64,Month-to-month,DSL,Mailed check,69.62,4473.1,0,No
C100318,Female,0,34,Two year,Fiber optic,Mailed check,81.2,2781.18,0,No
C100955,Female,1,66,Month-to-month,Fiber optic,Mailed check,61.47,4089.24,1,Yes
C101719,Female,0,5,Month-to-month,Fiber optic,Electronic check,89.89,454.78,1,Yes
C101201,Male,1,20,Month-to-month,DSL,Bank transfer,89.42,1808.83,1,Yes
C100581,Female,0,25,One year,Fiber optic,Bank transfer,63.19,1598.8,0,No
C100132,Male,0,66,Month-to-month,Fiber optic,Electronic check,87.39,5756.05,1,No
C101725,Female,0,49,Two year,Fiber optic,Credit card,66.48,3239.9,3,No
C101005,Female,1,0,Month-to-month,Fiber optic,Electronic check,49.74, ,1,Yes
C101939,Male,0,10,Two year,Fiber optic,Bank transfer,94.85,968.68,1,No
C101790,Female,0,69,Two year,Fiber optic,Bank transfer,74.32,5136.96,1,No
C101952,Male,0,66,Month-to-month,No,Electronic check,24.21,1582.72,1,No
C100368,Male,0,1,Month-to-month,Fiber optic,Bank transfer,79.97,59.7,1,Yes
C100732,Female,0,42,Month-to-month,No,Credit card,21.76,934.35,2,No
C101210,Female,1,56,Month-to-month,Fiber optic,Bank transfer,60.28,3355.25,1,Yes
C100125,Female,0,17,Month-to-month,DSL,Bank transfer,62.05,1067.38,2,Yes
C100857,Male,0,67,One year,DSL,Credit card,60.93,4133.21,1,No
C101041,Female,0,38,Month-to-month,DSL,Bank transfer,55.61,2069.52,0,Yes
C100256,Female,0,45,Month-to-month,Fiber optic,Electronic check,62.36,2806.54,1,Yes
C101969,Male,0,27,One year,DSL,Bank transfer,36.12,968.1,0,No
C101548,Male,0,34,One year,DSL,Electronic check,51.43,1776.35,0,No
C100289,Male,0,60,One year,No,Bank transfer,26.94,1613.72,0,No
C101283,Female,0,2,Month-to-month,DSL,Credit card,59.79,112.23,0,Yes
C100777,Male,0,32,Month-to-month,Fiber optic,Mailed check,61.45,1968.36,0,Yes
C100081,Male,1,27,Month-to-month,DSL,Electronic check,64.66,1729.05,2,No
C100053,male,0,19,Month-to-month,DSL,Mailed check,56.76,1060.79,3,Yes
C101599,female,1,19,Month-to-month,Fiber optic,Mailed check,63.99,1202.95,1,Yes
C101479,Male,1,32,Two year,No,Bank transfer,26.2,846.21,1,No
C100557,Female,0,23,One year,DSL,Credit card,46.15,1090.84,0,No
C100040,Male,0,29,Month-to-month,Fiber optic,Bank transfer,56.47,1606.75,2,No
C101714,Female,1,10,Month-to-month,DSL,Electronic check,45.84,462.55,1,No
C100261,Male,0,31,Two year,DSL,Bank transfer,75.74,2386.32,2,No
C100992,Male,0,16,One year,No,Electronic check,39.28,630.07,0,No
C100912,Male,1,21,Month-to-month,Fiber optic,Mailed check,59.95,1252.44,0,Yes
C100083,Female,1,67,Month-to-month,DSL,Mailed check,68.21,4575.18,1,No
C101121,Male,0,51,Month-to-month,DSL,Mailed check,63.13,3209.11,0,Yes
C100447,Female,0,50,Month-to-month,Fiber optic,Credit card,73.03,3636.27,1,Yes
C101553,Female,1,51,Month-to-month,DSL,Mailed check,47.69,2403.26,0,No
C100824,Female,0,39,Month-to-month,Fiber optic,Mailed check,73.12,2836.31,1,Yes
C100030,Male,0,63,Month-to-month,Fiber optic,Bank transfer,75.34,4778.29,1,Yes
C100513,Female,0,7,Month-to-month,Fiber optic,Credit card,67.93,456.58,0,Yes
C101081,Female,0,64,One year,No,Electronic check,22.09,1446.55,4,No
C101297,Female,0,18,Month-to-month,DSL,Mailed check,36.72,649.16,2,No
C101675,Female,0,2,Two year,Fiber optic,Bank transfer,93.59,176.17,1,No
C101022,Female,0,43,Two year,DSL,Mailed check,34.27,1432.86,1,No
C101221,Female,0,47,One year,DSL,Electronic check,56.66,2610.79,2,No
C101305,Female,0,22,One year,Fiber optic,Credit card,106.83,2333.85,2,Yes
C101593,Male,0,47,Month-to-month,No,Mailed check,15.0,698.13,0,No
C101588,Female,0,7,Month-to-month,Fiber optic,Bank transfer,73.43,495.26,0,Yes
C100856,Male,0,50,Month-to-month,DSL,Bank transfer,40.79,2010.84,1,No
C101834,Male,0,67,Month-to-month,Fiber optic,Credit card,58.34,3900.5,1,No
C101874,Male,0,21,Month-to-month,Fiber optic,Credit card,61.61,1302.85,0,Yes
C100048,Female,1,12,Month-to-month,DSL,Mailed check,59.96,687.17,2,Yes
C101996,Female,0,52,One year,DSL,Electronic check,75.9,3965.59,3,No
C101855,Female,1,60,Two year,Fiber optic,Credit card,81.01,4857.69,3,No
C100467,Female,0,7,One year,Fiber optic,Bank transfer,76.74,522.04,1,Yes
C100153,Male,0,24,Month-to-month,DSL,Electronic check,32.94,773.27,2,Yes
C101950,Female,0,45,Month-to-month,Fiber optic,Credit card,72.41,3277.69,1,Yes
C101961,Female,1,6,Month-to-month,DSL,Bank transfer,69.37,412.95,0,Yes
C100394,Female,0,42,Month-to-month,Fiber optic,Credit card,76.56,3212.09,1,Yes
C100123,Male,0,32,Month-to-month,DSL,Electronic check,35.0,1121.47,2,No
C100355,Female,0,26,One year,Fiber optic,Bank transfer,95.52,2457.33,0,Yes
C100134,Female,1,47,Month-to-month,DSL,Mailed check,79.07,3716.3,1,No
C100268,female,0,20,One year,DSL,Credit card,52.4,1040.4,2,No
C100385,Male,0,40,Two year,No,Electronic check,26.1,1053.12,1,No
C100609,Female,0,52,Two year,DSL,Credit card,34.69,1779.26,3,No
C100220,Male,0,20,Month-to-month,Fiber optic,Bank transfer,87.95,1763.19,1,Yes
C100041,Female,0,28,One year,DSL,Electronic check,61.65,1740.67,0,No
C100219,Female,0,68,One year,Fiber optic,Bank transfer,70.63,4800.62,0,No
C100597,Female,0,34,Month-to-month,DSL,Electronic check,71.59,2433.33,1,Yes
C101844,Female,0,12,Month-to-month,DSL,Mailed check,58.42,707.07,1,No
C101247,Male,0,60,Month-to-month,DSL,Bank transfer,50.52,3055.87,1,No
C100680,Female,0,13,Two year,Fiber optic,Mailed check,89.99,1200.4,3,Yes
C101082,Female,0,53,Month-to-month,Fiber optic,Bank transfer,98.49,5188.19,3,Yes
C101908,Male,1,8,Month-to-month,Fiber optic,Bank transfer,79.39,660.62,0,Yes
C100858,Female,0,31,Month-to-month,DSL,Bank transfer,64.13,1987.29,0,No
C100541,Male,0,70,Month-to-month,DSL,Mailed check,41.79,2911.66,1,No
C101050,Female,1,72,Month-to-month,No,Electronic check,22.56,1576.06,1,No
C101581,Male,0,16,Month-to-month,No,Credit card,22.61,382.95,0,No
C101368,Female,0,6,Two year,No,Mailed check,38.15,232.36,1,No
C101882,Male,0,67,One year,DSL,Electronic check,53.15,3543.22,2,No
C101078,Male,0,16,Month-to-month,DSL,Electronic check,16.3,242.31,0,No
C101131,Female,0,59,Month-to-month,Fiber optic,Mailed check,57.32,3380.99,1,No
C101699,Female,1,20,Month-to-month,Fiber optic,Credit card,68.32,1393.48,0,No
C100997,Male,0,28,Month-to-month,Fiber optic,Bank transfer,99.91,2799.43,1,Yes
C101475,Male,0,52,Month-to-month,Fiber optic,Mailed check,76.83,4029.65,2,Yes
C101578,Male,0,45,Two year,DSL,Credit card,45.21,2055.81,2,No
C101823,Female,1,34,Month-to-month,DSL,Bank transfer,58.75,2006.59,2,Yes
C101787,Male,0,38,Two year,No,Electronic check,22.75,852.5,0,No
C101575,Male,0,9,Month-to-month,No,Bank transfer,34.17,315.24,0,No
C101822,Male,0,2,One year,DSL,Mailed check,72.39,164.32,2,Yes
C100981,Female,0,42,Month-to-month,No,Electronic check,,1287.49,1,No
C101419,Male,1,53,Month-to-month,DSL,Mailed check,58.83,3122.79,2,No
C101454,Female,0,44,Two year,No,Bank transfer,30.45,1366.18,1,No
C100336,Female,0,39,Month-to-month,Fiber optic,Credit card,84.87,3298.45,0,Yes
C100232,Male,0,11,One year,No,Electronic check,27.79,313.45,2,No
C101008,Female,0,70,One year,DSL,Mailed check,43.16,3049.44,1,No
C101423,Female,0,55,Month-to-month,Fiber optic,Electronic check,69.86,3845.7,2,Yes
C100158,Female,0,56,Month-to-month,DSL,Bank transfer,59.63,3322.34,2,No
C100468,Male,0,37,Two year,No,Credit card,29.06,1040.12,2,No
C100882,Male,0,55,One year,Fiber optic,Bank transfer,75.11,4108.6,0,No
C101619,Female,1,58,Month-to-month,No,Credit card,35.07,2020.18,1,Yes
C101034,Male,0,61,One year,DSL,Electronic check,59.78,3644.25,4,Yes
C101132,Female,1,57,Month-to-month,DSL,Bank transfer,63.11,3629.11,0,Yes
C101126,Female,0,64,Month-to-month,DSL,Electronic check,60.85,3914.82,3,No
C100585,Female,1,42,One year,DSL,Mailed check,53.18,2239.59,0,No
C100205,Male,0,70,One year,Fiber optic,Bank transfer,87.82,6159.47,2,No
C100003,Male,0,43,Month-to-month,DSL,Credit card,42.41,1823.23,1,Yes
C100887,Male,0,26,One year,DSL,Mailed check,64.65,1679.74,0,No
C101785,Male,0,37,One year,No,Credit card,28.87,1096.02,1,No
C101447,Female,0,31,Month-to-month,Fiber optic,Credit card,100.86,3170.05,1,Yes
C101845,Female,0,25,Two year,DSL,Electronic check,39.26,977.87,0,No
C101149,Female,0,23,Month-to-month,Fiber optic,Credit card,44.85,1040.12,0,No
C101109,Male,0,21,Two year,DSL,Credit card,58.25,1217.76,1,No
C100693,Female,0,58,Two year,No,Bank transfer,30.92,1790.31,2,No
C101673,Female,0,50,Month-to-month,Fiber optic,Bank transfer,102.36,5119.26,2,No
C101654,Male,0,9,Month-to-month,DSL,Bank transfer,71.76,627.52,1,Yes
C100714,Female,0,68,One year,Fiber optic,Credit card,78.24,5311.6,0,Yes
C100951,Male,0,31,One year,No,Electronic check,36.96,1130.88,0,No
C101583,Male,0,23,One year,Fiber optic,Credit card,97.13,2233.27,2,Yes
C101699,Female,1,20,Month-to-month,Fiber optic,Credit card,68.32,1393.48,0,No
C100883,Male,0,13,Month-to-month,No,Mailed check,22.12,300.01,1,No
C101644,Male,0,7,One year,Fiber optic,Credit card,45.48,331.9,0,No
C101620,Male,1,68,Month-to-month,DSL,Credit card,77.58,5286.12,2,Yes
C101113,Male,0,36,Two year,Fiber optic,Bank transfer,84.76,3016.12,1,No
C101203,Female,0,9,Month-to-month,No,Electronic check,26.64,243.29,1,Yes
C101062,Male,0,71,Month-to-month,DSL,Mailed check,55.18,3904.96,1,No
C100157,Female,0,44,Month-to-month,DSL,Credit card,57.47,2499.61,1,Yes
C101056,Male,1,27,Month-to-month,No,Credit card,18.91,483.44,1,Yes
C100523,Female,0,50,Two year,DSL,Electronic check,50.18,2517.81,1,No
C100462,Female,0,17,Month-to-month,Fiber optic,Bank transfer,87.03,1486.29,0,No
C100652,Male,0,68,Month-to-month,Fiber optic,Credit card,62.69,4239.14,1,No
C100160,Female,0,17,Month-to-month,Fiber optic,Bank transfer,81.97,1386.45,0,Yes
C100305,Male,1,25,Month-to-month,DSL,Bank transfer,47.1,1198.0,1,No
C100656,Female,0,64,Two year,Fiber optic,Bank transfer,75.36,4825.14,1,No
C100547,Female,0,51,Month-to-month,Fiber optic,Bank transfer,67.7,3473.28,0,No
C100713,Female,1,40,Two year,Fiber optic,Bank transfer,65.99,2659.5,3,Yes
C100395,Female,0,6,Month-to-month,Fiber optic,Electronic check,72.89,412.33,1,Yes
C100783,Male,0,51,One year,DSL,Mailed check,60.97,3122.75,3,Yes
C100399,Male,0,68,One year,No,Electronic check,22.09,1506.5,3,No
C100798,Male,0,34,Two year,Fiber optic,Credit card,77.06,2595.18,1,No
C100618,Male,1,23,Month-to-month,DSL,Electronic check,49.62,1146.55,0,Yes
C101543,Female,0,70,One year,No,Credit card,15.0,1055.29,1,No
C100508,Male,0,49,One year,Fiber optic,Electronic check,91.43,4508.61,1,No
C101375,Female,0,69,One year,DSL,Mailed check,71.94,4979.8,0,No
C100736,Female,1,29,One year,DSL,Bank transfer,65.12,1869.35,0,No
C101168,Female,0,29,Month-to-month,Fiber optic,Bank transfer,93.42,2716.71,1,Yes
C101676,Male,0,55,Month-to-month,DSL,Credit card,33.37,1854.63,2,No
C100985,Female,1,62,Month-to-month,Fiber optic,Mailed check,73.71,4562.51,1,No
C100867,Female,0,18,Month-to-month,DSL,Bank transfer,59.65,1082.23,0,Yes
C100459,Male,0,35,Two year,Fiber optic,Bank transfer,73.97,2615.47,1,No
C101336,Female,1,70,One year,Fiber optic,Mailed check,74.27,5185.14,2,No
C100062,Male,0,27,Month-to-month,DSL,Bank transfer,50.5,1392.82,1,No
C101831,Female,0,22,Month-to-month,Fiber optic,Mailed check,63.84,1376.6,0,No
C100871,Male,0,41,Month-to-month,Fiber optic,Credit card,59.41,2430.37,3,No
C101884,Female,0,59,Month-to-month,DSL,Mailed check,41.17,2440.09,1,No
C101710,Male,1,19,One year,Fiber optic,Bank transfer,66.02,1244.32,0,No
C100457,Female,0,47,One year,Fiber optic,Credit card,78.95,3720.27,1,Yes
C100954,Female,1,31,Month-to-month,Fiber optic,Mailed check,84.16,2624.99,1,Yes
C100478,Female,0,52,Two year,DSL,Credit card,81.17,4220.31,2,No
C101347,Female,0,25,One year,Fiber optic,Electronic check,87.69,2193.23,2,Yes
C101487,Male,0,37,Month-to-month,DSL,Bank transfer,46.11,1763.74,2,Yes
C100870,Male,0,11,Month-to-month,Fiber optic,Bank transfer,61.48,702.52,2,Yes
C100790,Male,0,63,Month-to-month,Fiber optic,Electronic check,85.7,5408.41,2,Yes
C100617,Male,0,43,Month-to-month,No,Mailed check,24.3,1026.67,1,No
C101902,Female,0,24,Month-to-month,No,Electronic check,20.74,481.79,1,Yes
C101382,Male,0,17,One year,No,Bank transfer,46.72,773.46,2,Yes
C101421,Female,0,63,Month-to-month,DSL,Bank transfer,74.1,4655.9,2,Yes
C101925,Male,0,50,Month-to-month,DSL,Bank transfer,43.12,2151.07,2,No
C101626,Female,0,16,One year,No,Electronic check,34.46,550.54,1,No
C100347,Female,0,71,Two year,Fiber optic,Bank transfer,74.97,5362.33,2,No
C101018,Male,0,33,One year,DSL,Bank transfer,29.18,925.48,0,No
C101200,Female,0,49,Month-to-month,Fiber optic,Credit card,46.77,2294.08,5,No
C101534,Female,1,16,Two year,DSL,Credit card,67.03,1094.59,1,No
C100760,Male,0,2,Month-to-month,DSL,Bank transfer,53.7,92.71,1,Yes
C100446,Male,1,21,Month-to-month,Fiber optic,Electronic check,93.7,1954.96,0,Yes
C100650,Male,0,14,Two year,Fiber optic,Credit card,72.14,1003.38,0,No
C101238,Male,0,20,Month-to-month,Fiber optic,Credit card,60.03,1180.21,0,No
C101798,Male,0,39,One year,Fiber optic,Credit card,84.95,3330.43,2,Yes
C100379,Male,0,21,Month-to-month,Fiber optic,Credit card,88.86,1863.74,0,Yes
C100564,Female,0,2,Month-to-month,Fiber optic,Mailed check,87.58,165.92,0,Yes
C101739,Male,0,34,Month-to-month,Fiber optic,Bank transfer,56.77,1928.2,1,No
C101742,Male,0,61,One year,No,Electronic check,18.58,1115.77,0,No
C101829,Female,0,28,One year,DSL,Mailed check,68.36,1955.53,0,No
C101922,Female,0,38,One year,No,Credit card,30.03,1138.83,1,No
C100967,Male,1,41,Month-to-month,DSL,Bank transfer,49.06,1978.46,0,Yes
C100920,Female,0,18,Month-to-month,Fiber optic,Electronic check,62.88,1155.57,0,Yes
C100231,Female,0,46,Month-to-month,Fiber optic,Credit card,62.66,2882.2,3,Yes
C101974,Female,0,9,Two year,Fiber optic,Credit card,77.32,735.03,1,Yes
C100382,Female,0,44,Month-to-month,Fiber optic,Credit card,72.74,3218.12,0,No
C101178,Male,0,28,Month-to-month,No,Credit card,42.53,1179.5,1,No
C101215,Male,0,17,Month-to-month,DSL,Bank transfer,40.73,691.03,0,No
C100072,Male,0,52,Month-to-month,DSL,Credit card,67.93,3531.59,1,No
C100070,Female,1,9,Month-to-month,No,Bank transfer,21.54,219.99,1,Yes
C101342,Male,0,61,Two year,No,Electronic check,38.53,2364.32,0,No
C101085,Female,0,64,Month-to-month,Fiber optic,Mailed check,85.07,5470.26,1,Yes
C100171,Male,0,23,One year,Fiber optic,Credit card,68.65,1574.73,3,Yes
C101294,Female,0,17,One year,Fiber optic,Electronic check,81.54,1397.21,0,No
C100168,Male,0,59,Month-to-month,DSL,Credit card,39.17,2315.68,2,No
C100493,Female,0,25,Month-to-month,DSL,Electronic check,58.62,1448.0,0,No
C101252,Male,0,56,Month-to-month,No,Credit card,35.45,1976.94,1,No
C101667,Female,0,34,Two year,Fiber optic,Bank transfer,78.92,2718.27,0,No
C101943,Male,0,10,Two year,Fiber optic,Mailed check,87.15,821.65,2,Yes
C100893,Female,0,49,Month-to-month,DSL,Mailed check,42.55,2079.79,2,No
C100272,Male,0,41,Two year,Fiber optic,Mailed check,75.02,3093.11,1,No
C101296,Male,0,19,Two year,Fiber optic,Mailed check,61.81,1204.9,0,No
C100420,Female,0,45,Month-to-month,DSL,Bank transfer,57.25,2554.02,0,No
C100094,Female,0,22,Month-to-month,No,Electronic check,26.74,553.46,0,Yes
C101369,Female,0,13,Month-to-month,No,Electronic check,15.0,194.2,3,No
C101584,Female,0,0,One year,Fiber optic,Electronic check,71.89, ,2,Yes
C101595,Male,1,56,One year,No,Bank transfer,39.47,2190.58,1,No
C100042,Female,0,25,Month-to-month,Fiber optic,Bank transfer,90.51,2266.14,0,Yes
C100056,Female,1,0,Month-to-month,DSL,Mailed check,54.8, ,1,Yes
C101601,Female,0,1,Month-to-month,No,Electronic check,24.14,17.2,1,Yes
C101494,Male,1,62,Two year,No,Credit card,32.01,1979.58,0,No
C101942,Female,0,41,Month-to-month,Fiber optic,Credit card,76.04,3087.68,2,Yes
C101633,Female,0,31,Month-to-month,Fiber optic,Credit card,83.2,2573.96,1,Yes
C100888,Male,1,7,Month-to-month,Fiber optic,Credit card,81.13,524.34,1,Yes
C100574,Male,0,9,Two year,Fiber optic,Mailed check,88.36,811.84,0,Yes
C100038,Male,0,31,Month-to-month,DSL,Bank transfer,65.4,2052.46,0,Yes
C100306,Male,0,58,One year,Fiber optic,Bank transfer,106.55,6182.21,1,No
C100668,Female,0,32,Two year,DSL,Electronic check,63.06,2012.17,0,No
C100006,Male,1,20,Month-to-month,Fiber optic,Mailed check,77.02,1528.69,0,No
C101196,Female,0,22,Month-to-month,DSL,Bank transfer,59.67,1303.81,2,Yes
C100782,Male,0,28,Two year,Fiber optic,Electronic check,76.23,2139.9,0,No
C100408,Female,1,38,Two year,Fiber optic,Credit card,82.03,3146.52,2,Yes
C101890,Male,0,15,Two year,Fiber optic,Mailed check,64.77,958.68,1,No
C100781,Female,0,10,Two year,Fiber optic,Bank transfer,79.77,813.35,2,Yes
C100166,Male,0,22,Month-to-month,Fiber optic,Bank transfer,58.17,1302.82,3,Yes
C100534,Female,0,71,Month-to-month,Fiber optic,Credit card,86.46,6109.32,0,No
C100583,Male,0,52,Two year,DSL,Credit card,42.52,2205.18,3,No
C101259,Female,0,13,Month-to-month,DSL,Credit card,54.15,711.12,1,Yes
C101910,Male,0,3,Two year,No,Bank transfer,38.5,151.46,0,No
C101429,Female,0,62,One year,No,Electronic check,28.22,1771.37,2,No
C101994,Female,0,61,One year,DSL,Mailed check,51.75,3156.54,1,No
C101774,Female,0,6,Month-to-month,Fiber optic,Mailed check,71.8,412.37,2,Yes
C101263,Female,0,70,Two year,DSL,Bank transfer,58.45,4085.88,1,No
C101898,Female,0,62,Month-to-month,No,Mailed check,15.0,940.28,0,No
C101114,Male,0,39,Month-to-month,No,Credit card,17.49,675.07,1,No
C101123,Male,0,36,One year,No,Electronic check,25.7,926.91,4,No
C101380,Female,1,50,Month-to-month,Fiber optic,Credit card,66.91,3341.18,2,Yes
C100813,Male,0,37,Two year,DSL,Electronic check,59.25,2171.27,2,No
C100316,Female,0,57,Two year,Fiber optic,Credit card,65.06,3722.23,0,No
C101288,Male,0,32,Month-to-month,Fiber optic,Electronic check,66.31,2139.18,0,Yes
C101958,Female,0,70,One year,DSL,Mailed check,45.64,3191.72,2,No
C100516,Female,0,19,Month-to-month,Fiber optic,Bank transfer,65.21,1238.4,0,No
C101860,Female,0,47,One year,Fiber optic,Credit card,73.05,3439.85,2,Yes
C101674,Female,0,71,Month-to-month,Fiber optic,Mailed check,62.72,4477.69,0,No
C101693,Male,1,53,Two year,DSL,Credit card,66.21,3490.51,2,No
C100533,Male,0,13,Month-to-month,DSL,Credit card,66.23,850.08,3,Yes
C100173,Female,0,14,Month-to-month,Fiber optic,Credit card,77.72,1099.35,2,Yes
C101048,Female,0,58,Month-to-month,Fiber optic,Mailed check,,4772.81,0,No
C100271,Male,0,55,Month-to-month,DSL,Mailed check,39.89,2175.99,0,No
